Date,CTR,EU_price_with_tax_euro95,EU_price_with_tax_diesel,EU_price_with_tax_heEUing_oil,EU_price_with_tax_fuel_oil_1,EU_price_with_tax_fuel_oil_2,EU_price_with_tax_LPG,CTR.1,EUR_price_with_tax_euro95,EUR_price_with_tax_diesel,EUR_price_with_tax_heEURing_oil,EUR_price_with_tax_fuel_oil_1,EUR_price_with_tax_fuel_oil_2,EUR_price_with_tax_LPG,CTR.2,AT_price_with_tax_euro95,AT_price_with_tax_diesel,AT_price_with_tax_heating_oil,AT_price_with_tax_fuel_oil_1,AT_price_with_tax_fuel_oil_2,AT_price_with_tax_LPG,CTR.3,BE_price_with_tax_euro95,BE_price_with_tax_diesel,BE_price_with_tax_heBEing_oil,BE_price_with_tax_fuel_oil_1,BE_price_with_tax_fuel_oil_2,BE_price_with_tax_LPG,CTR.4,BG_exchange_rate,BG_price_with_tax_euro95,BG_price_with_tax_diesel,BG_price_with_tax_heBGing_oil,BG_price_with_tax_fuel_oil_1,BG_price_with_tax_fuel_oil_2,BG_price_with_tax_LPG,CTR.5,CY_exchange_rate,CY_price_with_tax_euro95,CY_price_with_tax_diesel,CY_price_with_tax_heCYing_oil,CY_price_with_tax_fuel_oil_1,CY_price_with_tax_fuel_oil_2,CY_price_with_tax_LPG,CTR.6,CZ_exchange_rate,CZ_price_with_tax_euro95,CZ_price_with_tax_diesel,CZ_price_with_tax_heCZing_oil,CZ_price_with_tax_fuel_oil_1,CZ_price_with_tax_fuel_oil_2,CZ_price_with_tax_LPG,CTR.7,DE_price_with_tax_euro95,DE_price_with_tax_diesel,DE_price_with_tax_heDEing_oil,DE_price_with_tax_fuel_oil_1,DE_price_with_tax_fuel_oil_2,DE_price_with_tax_LPG,CTR.8,DK_exchange_rate,DK_price_with_tax_euro95,DK_price_with_tax_diesel,DK_price_with_tax_heDKing_oil,DK_price_with_tax_fuel_oil_1,DK_price_with_tax_fuel_oil_2,DK_price_with_tax_LPG,CTR.9,EE_exchange_rate,EE_price_with_tax_euro95,EE_price_with_tax_diesel,EE_price_with_tax_heEEing_oil,EE_price_with_tax_fuel_oil_1,EE_price_with_tax_fuel_oil_2,EE_price_with_tax_LPG,CTR.10,ES_price_with_tax_euro95,ES_price_with_tax_diesel,ES_price_with_tax_heESing_oil,ES_price_with_tax_fuel_oil_1,ES_price_with_tax_fuel_oil_2,ES_price_with_tax_LPG,CTR.11,FI_price_with_tax_euro95,FI_price_with_tax_diesel,FI_price_with_tax_heFIing_oil,FI_price_with_tax_fuel_oil_1,FI_price_with_tax_fuel_oil_2,FI_price_with_tax_LPG,CTR.12,FR_price_with_tax_euro95,FR_price_with_tax_diesel,FR_price_with_tax_heFRing_oil,FR_price_with_tax_fuel_oil_1,FR_price_with_tax_fuel_oil_2,FR_price_with_tax_LPG,CTR.13,GR_price_with_tax_euro95,GR_price_with_tax_diesel,GR_price_with_tax_heGRing_oil,GR_price_with_tax_fuel_oil_1,GR_price_with_tax_fuel_oil_2,GR_price_with_tax_LPG,CTR.14,HR_exchange_rate,HR_price_with_tax_euro95,HR_price_with_tax_diesel,HR_price_with_tax_heHRing_oil,HR_price_with_tax_fuel_oil_1,HR_price_with_tax_fuel_oil_2,HR_price_with_tax_LPG,CTR.15,HU_exchange_rate,HU_price_with_tax_euro95,HU_price_with_tax_diesel,HU_price_with_tax_heHUing_oil,HU_price_with_tax_fuel_oil_1,HU_price_with_tax_fuel_oil_2,HU_price_with_tax_LPG,CTR.16,IE_price_with_tax_euro95,IE_price_with_tax_diesel,IE_price_with_tax_heIEing_oil,IE_price_with_tax_fuel_oil_1,IE_price_with_tax_fuel_oil_2,IE_price_with_tax_LPG,CTR.17,IT_price_with_tax_euro95,IT_price_with_tax_diesel,IT_price_with_tax_heITing_oil,IT_price_with_tax_fuel_oil_1,IT_price_with_tax_fuel_oil_2,IT_price_with_tax_LPG,CTR.18,LT_exchange_rate,LT_price_with_tax_euro95,LT_price_with_tax_diesel,LT_price_with_tax_heLTing_oil,LT_price_with_tax_fuel_oil_1,LT_price_with_tax_fuel_oil_2,LT_price_with_tax_LPG,CTR.19,LU_price_with_tax_euro95,LU_price_with_tax_diesel,LU_price_with_tax_heLUing_oil,LU_price_with_tax_fuel_oil_1,LU_price_with_tax_fuel_oil_2,LU_price_with_tax_LPG,CTR.20,LV_exchange_rate,LV_price_with_tax_euro95,LV_price_with_tax_diesel,LV_price_with_tax_heLVing_oil,LV_price_with_tax_fuel_oil_1,LV_price_with_tax_fuel_oil_2,LV_price_with_tax_LPG,CTR.21,MT_price_with_tax_euro95,MT_price_with_tax_diesel,MT_price_with_tax_heMTing_oil,MT_price_with_tax_fuel_oil_1,MT_price_with_tax_fuel_oil_2,MT_price_with_tax_LPG,CTR.22,NL_price_with_tax_euro95,NL_price_with_tax_diesel,NL_price_with_tax_heNLing_oil,NL_price_with_tax_fuel_oil_1,NL_price_with_tax_fuel_oil_2,NL_price_with_tax_LPG,CTR.23,PL_exchange_rate,PL_price_with_tax_euro95,PL_price_with_tax_diesel,PL_price_with_tax_hePLing_oil,PL_price_with_tax_fuel_oil_1,PL_price_with_tax_fuel_oil_2,PL_price_with_tax_LPG,CTR.24,PT_price_with_tax_euro95,PT_price_with_tax_diesel,PT_price_with_tax_hePTing_oil,PT_price_with_tax_fuel_oil_1,PT_price_with_tax_fuel_oil_2,PT_price_with_tax_LPG,CTR.25,RO_exchange_rate,RO_price_with_tax_euro95,RO_price_with_tax_diesel,RO_price_with_tax_heROing_oil,RO_price_with_tax_fuel_oil_1,RO_price_with_tax_fuel_oil_2,RO_price_with_tax_LPG,CTR.26,SE_exchange_rate,SE_price_with_tax_euro95,SE_price_with_tax_diesel,SE_price_with_tax_heSEing_oil,SE_price_with_tax_fuel_oil_1,SE_price_with_tax_fuel_oil_2,SE_price_with_tax_LPG,CTR.27,SI_exchange_rate,SI_price_with_tax_euro95,SI_price_with_tax_diesel,SI_price_with_tax_heSIing_oil,SI_price_with_tax_fuel_oil_1,SI_price_with_tax_fuel_oil_2,SI_price_with_tax_LPG,CTR.28,SK_exchange_rate,SK_price_with_tax_euro95,SK_price_with_tax_diesel,SK_price_with_tax_heSKing_oil,SK_price_with_tax_fuel_oil_1,SK_price_with_tax_fuel_oil_2,SK_price_with_tax_LPG,CTR.29,UK_exchange_rate,UK_price_with_tax_euro95,UK_price_with_tax_diesel,UK_price_with_tax_heUKing_oil,UK_price_with_tax_fuel_oil_1,UK_price_with_tax_fuel_oil_2,UK_price_with_tax_LPG
2023-04-17,,1766.0489270539008,1639.0351682078403,1123.8257050862812,664.8015182840852,597.8506948640484,723.2151430158427,,1814.0998754818797,1669.157674435687,1108.0632089656083,625.8437200114658,561.6611764705883,792.0926089071812,,1616.0,1580.0,1164.33,764.0,,,,1783.37,1757.2,901.3,466.94,,714.0,,0.511299723898149,1303.97,1346.41,1138.49,,,568.97,,1.0,1422.72,1470.91,1039.22,797.54,,,,0.0428357249946455,1620.48,1470.94,985.78,,,697.32,,1880.0,1687.0,1082.4,,,1065.96,,0.13419216317767,2004.83,1658.62,1752.15,1306.86,,,,1.0,1689.0,1568.0,1099.0,,,701.0,,1651.29,1519.75,1014.88,552.65,,970.8,,1969.0,1920.0,1449.0,,,,,1961.2,1799.84,1267.65,675.23,,992.23,,1948.0,1655.0,1267.0,667.83,,,,1.0,1498.0,1494.0,935.0,775.8,,950.0,,0.00269034167339252,1642.38,1577.63,1577.63,834.01,,950.12,,1610.0,1579.0,952.0,935.0,,,,1885.7,1766.49,1517.04,637.33,,783.92,,1.0,1570.39,1440.68,876.38,,338.8,583.8,,1633.0,1481.0,955.0,,,717.0,,1.0,1644.5,1532.83,1057.71,,,743.06,,1340.0,1210.0,1000.0,,,,,1878.0,1601.0,,,,817.0,,0.216038714137573,1474.19,1451.16,1175.07,618.24,599.81,670.56,,1714.0,1490.0,1487.0,892.71,,835.0,,0.202326757713708,1417.0,1480.35,1213.1,653.18,,835.27,,0.0883681061831164,1814.99,1961.33,1274.18,940.06,,,,1.0,1407.49,1479.94,1078.71,,,906.64,,1.0,1605.0,1493.0,,661.16,654.52,736.0,,,,,,,,
2023-04-10,,1758.4088798071507,1644.9822603790237,1125.8070683318695,678.0086834334641,589.9337160120846,726.945199808899,,1808.6313104417961,1677.671176737774,1110.482639718484,642.8857457647803,543.4564705882353,797.020571498581,,1623.0,1605.0,1172.03,759.0,,,,1762.93,1753.59,917.7,466.94,,714.0,,0.511299723898149,1294.97,1348.3,1161.26,,,587.18,,1.0,1413.74,1474.98,1044.46,797.54,,,,0.042718612499466,1604.0,1479.43,994.32,,,701.48,,1881.0,1708.0,1076.9,,,1067.16,,0.134210173131123,2018.52,1672.26,1738.96,1307.03,,,,1.0,1689.0,1570.0,1105.0,,,702.0,,1640.56,1523.72,1010.6,586.63,,976.38,,1962.0,1953.0,1462.0,,,,,1949.31,1801.43,1284.22,671.6,,986.87,,1940.0,1654.0,1255.0,667.83,,,,1.0,1458.0,1504.0,915.0,775.8,,930.0,,0.00265886732252061,1624.16,1557.18,1557.18,824.25,,942.52,,1605.8,1589.6,948.55,923.65,,,,1875.28,1767.22,1523.36,637.11,,789.06,,1.0,1553.2,1446.85,893.9,,338.8,589.47,,1633.0,1481.0,955.0,,,717.0,,1.0,1643.0,1556.0,1111.05,,,792.0,,1340.0,1210.0,1000.0,,,,,1881.0,1620.0,,,,828.0,,0.21338796065126,1450.63,1439.29,1172.9,534.71,592.45,668.78,,1707.0,1498.0,1493.0,869.16,,834.0,,0.202556260001215,1412.54,1491.07,1232.7,563.6,,847.71,,0.0878155872667398,1800.92,1964.61,1265.95,932.25,,,,1.0,1391.29,1478.57,1079.77,,,932.38,,1.0,1601.0,1496.0,,635.37,628.73,740.0,,,,,,,,
2023-04-03,,1733.7669100532262,1640.4298584860383,1120.125077813906,670.1203972535556,590.2041087613294,728.4876976908346,,1779.7353942276827,1671.2023037138822,1104.4766425275163,633.6400588630964,525.6329411764706,801.4964103067191,,1576.0,1585.0,1163.64,739.0,,,,1690.99,1690.3,881.4,435.94,,714.0,,0.511299723898149,1292.57,1361.44,1116.95,,,591.98,,1.0,1404.01,1485.92,1051.56,890.48,,,,0.0426621160409556,1578.5,1493.86,1009.47,,,711.95,,1841.0,1680.0,1077.66,,,1112.88,,0.134220981423816,2005.26,1658.97,1712.26,1307.14,,,,1.0,1684.0,1578.0,1134.0,,,702.0,,1631.02,1529.96,1020.77,580.46,,983.45,,1938.0,1937.0,1443.0,,,,,1936.07,1809.26,1282.66,647.5,,995.87,,1918.0,1653.0,1197.0,667.83,,,,1.0,1455.0,1506.0,925.0,775.8,,920.0,,0.00263963678597825,1617.81,1586.81,1586.81,818.29,,929.69,,1614.3,1618.3,954.45,906.77,,,,1858.14,1766.67,1508.39,617.0,,793.5,,1.0,1532.94,1457.7,905.76,,338.8,592.38,,1599.0,1467.0,933.0,,,725.0,,1.0,1646.0,1586.17,1111.05,,,776.39,,1340.0,1210.0,1000.0,,,,,1842.0,1611.0,,,,838.0,,0.21383513311237,1443.98,1443.24,1173.63,601.67,593.7,668.81,,1693.0,1494.0,1488.0,851.12,,841.4000000000001,,0.202564466141349,1351.3,1435.63,1232.75,604.84,,804.81,,0.0886249833828156,1818.67,1984.76,1266.19,914.17,,,,1.0,1386.55,1502.08,1122.12,,,932.01,,1.0,1532.0,1501.0,,610.12,603.48,749.0,,,,,,,,
2023-03-27,,1714.7139728909874,1653.8734681091944,1127.57346621644,662.4826846033593,628.0467069486405,729.8598001373748,,1762.4315063358044,1687.545971314515,1111.1547529871686,625.9790314551444,530.4611764705883,804.00566182398,,1557.0,1600.0,1172.6,724.0,,,,1661.62,1706.68,901.7,404.07,,721.0,,0.511299723898149,1292.17,1382.66,1126.18,,,593.09,,1.0,1404.45,1514.0,1058.2,890.48,,,,0.0421371987190292,1557.39,1484.58,1012.94,,,698.55,,1820.0,1693.0,1081.7,,,1073.16,,0.134201167550158,2004.97,1698.99,1752.26,1306.94,,,,1.0,1678.0,1584.0,1141.0,,,702.0,,1627.57,1545.89,1038.32,571.43,,988.95,,1933.0,1947.0,1466.0,,,,,1921.4,1816.23,1279.22,623.06,,986.83,,1900.0,1665.0,1160.0,667.83,,,,1.0,1462.0,1565.0,940.0,775.8,,920.0,,0.0025953802232027,1568.83,1574.18,1574.18,804.57,,914.36,,1624.5,1646.0,978.25,883.62,,,,1850.86,1800.67,1519.52,605.78,,795.57,,1.0,1518.75,1475.75,888.67,,338.8,598.09,,1512.0,1490.0,933.0,,,736.0,,1.0,1579.78,1558.62,1126.54,,,753.61,,1340.0,1210.0,1000.0,,,,,1800.0,1613.0,,,,859.0,,0.213424394408281,1415.91,1444.33,1206.54,605.94,633.33,669.83,,1667.0,1507.0,1500.0,860.1,,840.4000000000001,,0.20240866309078,1350.26,1449.48,1311.58,572.8,,804.46,,0.0891901534070639,1779.97,1970.48,1278.18,902.6,,,,1.0,1386.26,1528.92,1133.45,,,932.21,,1.0,1508.0,1524.0,,616.96,610.32,752.0,,,,,,,,
2023-03-20,,1707.8569226788807,1663.8534664450565,1132.0325018911708,671.2453296908207,627.4533534743202,733.4957991777366,,1757.4207717860713,1696.5493898865434,1116.7724222000438,633.6143497387488,566.1929411764706,808.4467181623831,,1563.0,1614.0,1177.73,745.0,,,,1714.39,1706.5,891.3,394.43,,721.0,,0.511299723898149,1296.71,1407.97,1149.56,,,594.49,,1.0,1403.03,1539.83,1062.36,890.48,,,,0.0416875104218776,1546.23,1482.28,1018.01,,,694.22,,1796.0,1704.0,1085.9,,,1076.76,,0.134318334452653,1939.56,1687.04,1740.36,1308.09,,,,1.0,1678.0,1585.0,1140.0,,,702.0,,1635.9,1571.04,1058.01,574.67,,990.94,,1946.0,1974.0,1463.0,,,,,1912.72,1818.28,1279.96,620.96,,975.15,,1896.0,1687.0,1179.0,667.83,,,,1.0,1462.0,1577.0,985.0,775.8,,974.0,,0.00250494727085995,1520.41,1533.68,1533.68,1214.9,,884.28,,1620.0,1648.8,1030.65,888.89,,,,1855.34,1801.8,1530.96,607.89,,797.97,,1.0,1509.78,1510.08,900.95,,338.8,599.31,,1526.0,1490.0,933.0,,,740.0,,1.0,1621.95,1612.12,1180.04,,,785.83,,1340.0,1210.0,1000.0,,,,,1780.0,1594.0,,,,865.0,,0.212562440216814,1421.48,1471.87,1174.14,603.6,630.77,673.64,,1657.0,1515.0,1510.0,908.92,,881.8000000000001,,0.203115796315479,1352.7,1471.18,1316.17,684.3,,808.64,,0.0896346491699831,1757.56,1990.96,1295.94,918.58,,,,1.0,1376.73,1520.49,1118.05,,,931.89,,1.0,1511.0,1527.0,,667.58,660.94,788.0,,,,,,,,
2023-03-13,,1729.2085092861812,1689.6665166864857,1161.804064424855,677.0925491458231,628.9055589123867,737.7368986164186,,1779.6153447342067,1719.8263168542178,1145.9996663272398,637.0275333410908,569.3482352941177,811.7234154258093,,1592.0,1646.0,1213.94,788.0,,,,1732.44,1723.8,943.6,457.88,,770.0,,0.511299723898149,1299.25,1422.03,1200.03,,,595.19,,1.0,1393.72,1549.25,1064.08,890.48,,,,0.0421105823893544,1566.6,1518.17,1047.54,,,703.25,,1832.0,1732.0,1115.9,,,1077.96,,0.134329160174091,1980.01,1727.47,1780.8,1308.19,,,,1.0,1727.0,1696.0,1269.0,,,699.0,,1644.46,1592.66,1085.47,566.34,,995.66,,1964.0,2007.0,1500.0,,,,,1916.65,1838.32,1293.83,669.79,,975.1,,1909.0,1713.0,1203.0,667.83,,,,1.0,1442.0,1565.0,1000.0,805.8,,994.0,,0.00255787185062028,1549.58,1586.51,1586.51,798.0,,916.47,,1609.0,1646.2,1029.0,936.95,,,,1859.93,1812.58,1571.17,651.78,,800.22,,1.0,1523.32,1563.04,975.23,,338.8,599.63,,1572.0,1556.0,987.0,,,809.0,,1.0,1615.28,1607.95,1175.87,,,774.44,,1340.0,1210.0,1000.0,,,,,1831.0,1652.0,,,,864.0,,0.213019768234492,1432.45,1514.62,1222.08,635.11,632.13,679.69,,1688.0,1552.0,1546.0,907.84,,899.5,,0.203384315001627,1398.46,1504.0,1264.37,834.89,,809.63,,0.0874202290410001,1764.23,1988.99,1304.92,945.71,,,,1.0,1371.08,1514.42,1114.86,,,932.34,,1.0,1562.0,1558.0,,672.05,665.41,788.0,,,,,,,,
2023-03-06,,1727.633652505333,1694.1089006568243,1175.4776582755217,685.6596788662742,626.7594561933535,740.6159073829322,,1775.5184559507888,1721.610095989322,1158.1359896187898,646.7982347031159,563.7647058823529,815.0748631801924,,1590.0,1664.0,1232.05,778.0,,,,1696.5,1706.47,984.3,457.88,,820.0,,0.511299723898149,1299.48,1421.82,1233.26,,,595.18,,1.0,1394.19,1554.69,1065.04,890.48,,,,0.0424718623911659,1586.54,1538.29,1081.21,,,711.7,,1840.0,1764.0,1118.6,,,1077.96,,0.134367063945286,1980.57,1781.71,1835.05,1308.56,,,,1.0,1727.0,1696.0,1269.0,,,699.0,,1635.67,1588.8,1097.68,588.43,,999.92,,1937.0,1968.0,1538.0,,,,,1885.95,1812.04,1305.5,673.33,,977.71,,1901.0,1710.0,1203.0,667.83,,,,1.0,1440.0,1550.0,960.0,805.8,,974.0,,0.0026525198938992,1602.42,1634.9,1634.9,1326.26,,951.04,,1608.0,1653.8,1055.6,939.53,,,,1852.84,1809.06,1586.5,659.56,,802.63,,1.0,1528.65,1592.29,990.52,,338.8,601.98,,1557.0,1571.0,1002.0,,,823.0,,1.0,1626.28,1613.18,1181.1,,,794.64,,1340.0,1210.0,1000.0,,,,,1830.0,1675.0,,,,869.0,,0.212359311955829,1427.07,1511.65,1253.05,638.92,630.17,682.57,,1683.0,1566.0,1563.0,871.53,,888.9,,0.203231378924906,1366.66,1480.67,1446.43,743.65,,807.41,,0.089613764674254,1789.32,2075.9,1351.55,956.09,,,,1.0,1369.43,1516.09,1115.93,,,932.92,,1.0,1564.0,1545.0,,664.14,657.5,803.0,,,,,,,,
2023-02-27,,1719.708845012519,1687.7369629313905,1151.1728261418564,676.5227733672551,626.4714199395771,741.3846958170194,,1767.0093624673132,1713.772430367011,1134.030915157169,637.7573494010097,575.3341176470589,815.4875603708186,,1581.0,1645.0,1223.42,766.0,,,,1711.97,1684.33,918.7,457.88,,821.0,,0.511299723898149,1301.67,1429.59,1204.95,,,595.46,,1.0,1391.83,1560.3,1076.47,907.93,,,,0.0423387950378932,1585.46,1539.1,1056.95,,,710.53,,1818.0,1738.0,1102.7,,,1105.56,,0.134361647811249,1953.62,1714.45,1767.8,1308.51,,,,1.0,1727.0,1697.0,1255.0,,,730.0,,1632.2,1589.1,1071.39,569.13,,1002.03,,1949.0,1991.0,1491.0,,,,,1897.56,1810.14,1281.54,666.23,,977.21,,1898.0,1704.0,1190.0,667.83,,,,1.0,1440.0,1555.0,985.0,805.8,,968.0,,0.00263206380122654,1605.0,1631.46,1631.46,1316.03,,965.59,,1618.5,1675.8,1047.25,915.85,,,,1856.45,1821.71,1567.58,648.78,,804.54,,1.0,1517.96,1589.46,953.79,,338.8,601.63,,1557.0,1536.0,965.0,,,823.0,,1.0,1605.22,1617.07,1184.99,,,787.22,,1340.0,1210.0,1000.0,,,,,1802.0,1640.0,1902.0,745.0,,858.0,,0.212044105173876,1425.95,1528.7,1233.63,634.79,629.24,683.86,,1668.0,1521.0,1533.0,907.74,,863.1,,0.203260295133949,1349.39,1464.9,1399.52,664.58,,808.35,,0.0904200009042,1777.21,2042.14,1320.49,951.67,,,,1.0,1368.45,1516.16,1119.9,,,932.85,,1.0,1564.0,1546.0,,680.53,673.89,804.0,,,,,,,,
2023-02-20,,1723.769344283044,1707.353835591269,1173.9354529769764,683.4653041727972,622.9374622356496,739.2516086916273,,1770.9667821678634,1732.9714465263105,1156.6302028065668,643.8426969174924,573.9435294117648,812.898433812275,,1587.0,1669.0,1237.46,789.0,,,,1713.68,1696.13,948.4,476.4,,790.0,,0.511299723898149,1303.35,1443.3,1179.11,,,592.14,,1.0,1381.35,1569.37,1107.59,907.93,,,,0.0422065588992529,1589.16,1542.99,1055.88,,,706.96,,1819.0,1753.0,1125.2,,,1089.96,,0.134298491827937,1979.56,1753.94,1800.54,1307.89,,,,1.0,1727.0,1697.0,1267.0,,,730.0,,1636.62,1611.4,1096.51,576.19,,1006.33,,1940.0,1993.0,1515.0,,,,,1907.02,1838.19,1305.07,679.24,,974.06,,1902.0,1718.0,1200.0,667.83,,,,1.0,1438.0,1544.0,965.0,805.8,,938.0,,0.00261212548650837,1617.24,1652.46,1652.46,770.58,,967.75,,1629.4,1705.5,1056.45,935.79,,,,1860.01,1836.58,1577.38,658.22,,803.24,,1.0,1520.41,1620.87,983.44,,338.8,607.11,,1569.0,1551.0,999.0,,,823.0,,1.0,1632.24,1675.72,1243.64,,,818.89,,1340.0,1210.0,1000.0,,,,,1816.0,1660.0,1902.0,745.0,,839.0,,0.210814799198904,1423.09,1557.46,1255.78,640.08,625.59,682.37,,1674.0,1539.0,1551.0,903.94,,856.5,,0.203334688897926,1350.71,1477.39,1381.27,736.74,,809.47,,0.0903995660820828,1785.57,2050.62,1355.36,974.42,,,,1.0,1367.06,1535.29,1133.95,,,931.87,,1.0,1569.0,1552.0,,678.56,671.92,786.0,,,,,,,,
2023-02-13,,1720.5674787588368,1718.7227340848492,1174.1617598681485,704.295375643698,616.8925679758308,735.9017931926032,,1771.7770507319883,1746.3013701776438,1157.2364556954153,667.3514862506137,562.4517647058824,810.9928228151977,,1574.0,1682.0,1254.19,772.0,,,,1697.01,1690.39,939.9,469.13,,790.0,,0.511299723898149,1307.39,1458.84,1216.64,,,588.3,,1.0,1379.99,1579.4,1148.39,907.93,,,,0.042124773579342,1584.94,1550.07,1070.35,,,698.85,,1828.0,1780.0,1123.8,,,1073.04,,0.134255219171645,1952.07,1753.37,1799.96,1307.47,,,,1.0,1727.0,1697.0,1261.0,,,730.0,,1633.59,1628.75,1092.91,616.24,,1006.81,,1932.0,2018.0,1514.0,,,,,1903.82,1827.85,1307.49,679.28,,970.46,,1895.0,1724.0,1200.0,667.83,,,,1.0,1468.0,1651.0,1000.0,805.8,,948.0,,0.00259416830963993,1601.05,1657.47,1657.47,765.28,,1011.78,,1641.9,1729.1,1090.4,927.87,,,,1859.74,1853.17,1571.29,657.67,,800.95,,1.0,1503.41,1641.24,1016.17,,338.8,610.6,,1569.0,1581.0,999.0,,,792.0,,1.0,1603.9,1680.05,1247.97,,,813.89,,1340.0,1210.0,1000.0,,,,,1817.0,1683.0,1902.0,745.0,,826.0,,0.2088772845953,1395.52,1557.71,1247.01,633.13,619.84,676.84,,1668.0,1533.0,1546.0,905.41,,860.5,,0.203952601415431,1343.71,1485.43,1256.0,749.63,,812.61,,0.0896458987001345,1781.62,2056.39,1342.63,965.58,,,,1.0,1368.5,1557.81,1187.76,,,928.56,,1.0,1570.0,1553.0,,662.28,655.64,788.0,,,,,,,,
2023-02-06,,1724.4880600564413,1756.2281310993642,1208.143937062344,672.9083191821969,624.8631419939578,736.622502328838,,1775.5495627903476,1782.6998211436833,1191.2766689306372,632.9334080427309,560.8282352941177,804.8571942750706,,1583.0,1722.0,1280.86,796.0,,,,1724.71,1722.17,937.6,455.35,,766.0,,0.511299723898149,1307.39,1483.28,1374.37,,,579.81,,1.0,1367.4,1570.05,1148.82,907.93,,,,0.0419410309105398,1588.89,1579.96,1093.7,,,694.29,,1802.0,1778.0,1174.5,,,1056.24,,0.134350816852966,1980.33,1794.93,1841.55,1308.4,,,,1.0,1789.0,1819.0,1310.0,,,755.0,,1655.31,1677.42,1110.96,559.8,,1007.58,,1975.0,2111.0,1530.0,,,,,1929.86,1887.27,1344.1,664.69,,972.25,,1909.0,1779.0,1246.0,667.83,,,,1.0,1468.0,1668.0,1110.0,805.8,,959.0,,0.00255865721669268,1592.45,1705.01,1705.01,678.56,,996.98,,1628.7,1725.4,1090.75,916.58,,,,1872.37,1897.04,1601.04,642.22,,792.57,,1.0,1511.11,1671.17,1012.03,,338.8,621.54,,1580.0,1566.0,976.0,,,774.0,,1.0,1657.38,1715.05,1282.97,,,818.81,,1340.0,1210.0,1000.0,,,,,1835.0,1748.0,1902.0,745.0,,805.0,,0.211738799017532,1417.69,1619.56,1269.28,638.37,628.33,688.25,,1689.0,1580.0,1585.0,917.6,,857.4000000000001,,0.203852818265212,1343.21,1522.81,1408.56,737.68,,814.74,,0.0879878928659416,1735.03,2024.6,1343.22,956.69,,,,1.0,1325.05,1528.61,1176.5,,,924.59,,1.0,1598.0,1601.0,,659.98,653.34,781.0,,,,,,,,
2023-01-30,,1741.2069159955208,1794.909352848193,1272.727831067341,669.9627509655468,668.8123867069487,738.2063606156563,,1792.2519504884847,1824.7362615527281,1254.7657986863578,629.0998369202736,556.9247058823529,806.8546973291238,,1608.0,1779.0,1334.08,804.0,,,,1728.38,1748.45,1057.8,455.35,,740.0,,0.511299723898149,1306.22,1478.93,1334.19,,,580.53,,1.0,1367.45,1569.91,1149.03,907.93,,,,0.0419093918947236,1579.1,1575.96,1169.86,,,697.16,,1845.0,1851.0,1230.5,,,1053.84,,0.134439320812551,2035.41,1890.22,1936.87,1309.26,,,,1.0,1780.0,1801.0,1352.0,,,730.0,,1660.86,1704.04,1168.75,554.7,,1008.91,,1943.0,2093.0,1639.0,,,,,1933.43,1943.18,1400.6,664.86,,969.94,,1919.0,1822.0,1298.0,667.83,,,,1.0,1405.0,1626.0,1095.0,805.8,,939.0,,0.00256062274345121,1605.33,1774.8,1774.8,679.08,,998.57,,1601.6,1702.5,1095.05,913.05,,,,1871.31,1912.32,1663.83,655.78,,796.49,,1.0,1524.22,1692.1,1083.19,,338.8,646.05,,1580.0,1653.0,1076.0,,,746.0,,1.0,1655.88,1755.05,1322.97,,,818.81,,1340.0,1210.0,1000.0,,,,,1864.0,1819.0,1902.0,745.0,,788.0,,0.212300702715326,1420.27,1623.77,1354.41,660.55,674.87,689.61,,1739.0,1650.0,1654.0,901.22,,831.5,,0.203852818265212,1341.33,1537.74,1413.79,739.4,,814.62,,0.0887941751021133,1806.34,2138.16,1431.18,961.73,,,,1.0,1300.64,1511.47,1151.75,,,925.62,,1.0,1578.0,1606.0,,654.45,647.81,781.0,,,,,,,,
